,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour,Drop Hour,Request Timeslot,Drop Timeslot,Request dayofweek,Drop dayofweek,Trip Duration,Supply_Gap
408,4974,City,42.0,Trip Completed,2016-07-14 18:44:58,2016-07-14 19:16:18,18,19.0,Evening,Evening,Thursday,Thursday,31.33,Supply
409,5478,Airport,42.0,Trip Completed,2016-07-15 04:43:40,2016-07-15 05:44:45,4,5.0,Early Morning,Early Morning,Friday,Friday,61.08,Supply
410,5641,City,42.0,Trip Completed,2016-07-15 06:46:40,2016-07-15 07:16:35,6,7.0,Early Morning,Early Morning,Friday,Friday,29.92,Supply
411,128,City,43.0,Trip Completed,2016-07-11 05:12:00,2016-07-11 05:48:00,5,5.0,Early Morning,Early Morning,Monday,Monday,36.0,Supply
412,627,City,43.0,Trip Completed,2016-07-11 12:12:00,2016-07-11 13:10:00,12,13.0,Afternoon,Afternoon,Monday,Monday,58.0,Supply
413,1766,Airport,43.0,Trip Completed,2016-07-12 08:45:00,2016-07-12 09:52:00,8,9.0,Morning,Morning,Tuesday,Tuesday,67.0,Supply
414,2089,City,43.0,Trip Completed,2016-07-12 15:49:00,2016-07-12 16:32:00,15,16.0,Afternoon,Evening,Tuesday,Tuesday,43.0,Supply
415,3565,City,43.0,Trip Completed,2016-07-13 18:13:10,2016-07-13 18:50:29,18,18.0,Evening,Evening,Wednesday,Wednesday,37.32,Supply
416,3954,Airport,43.0,Trip Completed,2016-07-13 22:43:45,2016-07-14 00:03:31,22,0.0,Night,Late Night,Wednesday,Thursday,79.77,Supply
417,4204,City,43.0,Trip Completed,2016-07-14 05:36:10,2016-07-14 06:23:14,5,6.0,Early Morning,Early Morning,Thursday,Thursday,47.07,Supply
418,4651,City,43.0,Trip Completed,2016-07-14 11:54:26,2016-07-14 12:47:18,11,12.0,Morning,Afternoon,Thursday,Thursday,52.87,Supply
419,5814,City,43.0,Trip Completed,2016-07-15 08:43:57,2016-07-15 09:55:23,8,9.0,Morning,Morning,Friday,Friday,71.43,Supply
420,6062,City,43.0,Trip Completed,2016-07-15 13:48:40,2016-07-15 14:51:36,13,14.0,Afternoon,Afternoon,Friday,Friday,62.93,Supply
421,118,Airport,44.0,Trip Completed,2016-07-11 05:11:00,2016-07-11 05:52:00,5,5.0,Early Morning,Early Morning,Monday,Monday,41.0,Supply
422,339,Airport,44.0,Trip Completed,2016-07-11 07:49:00,2016-07-11 08:45:00,7,8.0,Early Morning,Morning,Monday,Monday,56.0,Supply
423,766,City,44.0,Trip Completed,2016-07-11 16:23:00,2016-07-11 17:27:00,16,17.0,Evening,Evening,Monday,Monday,64.0,Supply
424,1133,Airport,44.0,Trip Completed,2016-07-11 20:27:00,2016-07-11 21:31:00,20,21.0,Night,Night,Monday,Monday,64.0,Supply
425,2458,City,44.0,Trip Completed,2016-07-12 20:33:00,2016-07-12 21:33:00,20,21.0,Night,Night,Tuesday,Tuesday,60.0,Supply
426,3060,Airport,44.0,Trip Completed,2016-07-13 07:56:53,2016-07-13 09:12:13,7,9.0,Early Morning,Morning,Wednesday,Wednesday,75.33,Supply
427,3653,City,44.0,Trip Completed,2016-07-13 19:18:27,2016-07-13 19:51:00,19,19.0,Evening,Evening,Wednesday,Wednesday,32.55,Supply
428,4321,City,44.0,Trip Completed,2016-07-14 06:56:17,2016-07-14 07:47:58,6,7.0,Early Morning,Early Morning,Thursday,Thursday,51.68,Supply
429,5672,Airport,44.0,Trip Completed,2016-07-15 07:07:07,2016-07-15 07:59:21,7,7.0,Early Morning,Early Morning,Friday,Friday,52.23,Supply
430,1698,City,45.0,Trip Completed,2016-07-12 07:56:00,2016-07-12 08:56:00,7,8.0,Early Morning,Morning,Tuesday,Tuesday,60.0,Supply
431,2098,City,45.0,Trip Completed,2016-07-12 16:12:00,2016-07-12 16:42:00,16,16.0,Evening,Evening,Tuesday,Tuesday,30.0,Supply
432,2733,City,45.0,Trip Completed,2016-07-13 02:37:50,2016-07-13 03:45:00,2,3.0,Late Night,Late Night,Wednesday,Wednesday,67.17,Supply
433,2917,Airport,45.0,Trip Completed,2016-07-13 06:21:57,2016-07-13 06:53:54,6,6.0,Early Morning,Early Morning,Wednesday,Wednesday,31.95,Supply
434,3151,Airport,45.0,Trip Completed,2016-07-13 09:00:37,2016-07-13 09:38:31,9,9.0,Morning,Morning,Wednesday,Wednesday,37.9,Supply
435,3358,City,45.0,Trip Completed,2016-07-13 13:30:22,2016-07-13 14:38:35,13,14.0,Afternoon,Afternoon,Wednesday,Wednesday,68.22,Supply
436,5435,City,45.0,Trip Completed,2016-07-15 02:52:10,2016-07-15 03:43:43,2,3.0,Late Night,Late Night,Friday,Friday,51.55,Supply
437,5717,Airport,45.0,Trip Completed,2016-07-15 07:41:01,2016-07-15 08:24:01,7,8.0,Early Morning,Morning,Friday,Friday,43.0,Supply
438,635,Airport,46.0,Trip Completed,2016-07-11 12:25:00,2016-07-11 13:29:00,12,13.0,Afternoon,Afternoon,Monday,Monday,64.0,Supply
439,1275,Airport,46.0,Trip Completed,2016-07-11 22:05:00,2016-07-11 23:02:00,22,23.0,Night,Night,Monday,Monday,57.0,Supply
440,1562,Airport,46.0,Trip Completed,2016-07-12 06:16:00,2016-07-12 07:15:00,6,7.0,Early Morning,Early Morning,Tuesday,Tuesday,59.0,Supply
441,2908,Airport,46.0,Trip Completed,2016-07-13 06:14:46,2016-07-13 07:17:20,6,7.0,Early Morning,Early Morning,Wednesday,Wednesday,62.57,Supply
442,3414,City,46.0,Trip Completed,2016-07-13 15:28:23,2016-07-13 16:44:23,15,16.0,Afternoon,Evening,Wednesday,Wednesday,76.0,Supply
443,3638,Airport,46.0,Trip Completed,2016-07-13 19:09:50,2016-07-13 19:58:45,19,19.0,Evening,Evening,Wednesday,Wednesday,48.92,Supply
444,5132,Airport,46.0,Trip Completed,2016-07-14 20:11:42,2016-07-14 20:40:50,20,20.0,Night,Night,Thursday,Thursday,29.13,Supply
445,5422,City,46.0,Trip Completed,2016-07-15 02:09:09,2016-07-15 03:09:26,2,3.0,Late Night,Late Night,Friday,Friday,60.28,Supply
446,5724,City,46.0,Trip Completed,2016-07-15 07:40:09,2016-07-15 08:48:45,7,8.0,Early Morning,Morning,Friday,Friday,68.6,Supply
447,6026,Airport,46.0,Trip Completed,2016-07-15 12:50:41,2016-07-15 13:35:03,12,13.0,Afternoon,Afternoon,Friday,Friday,44.37,Supply
448,6416,City,46.0,Trip Completed,2016-07-15 19:42:15,2016-07-15 20:27:36,19,20.0,Evening,Night,Friday,Friday,45.35,Supply
449,995,Airport,47.0,Trip Completed,2016-07-11 19:11:00,2016-07-11 19:33:00,19,19.0,Evening,Evening,Monday,Monday,22.0,Supply
450,1771,City,47.0,Trip Completed,2016-07-12 08:56:00,2016-07-12 09:27:00,8,9.0,Morning,Morning,Tuesday,Tuesday,31.0,Supply
451,2729,Airport,47.0,Trip Completed,2016-07-13 02:36:56,2016-07-13 03:03:11,2,3.0,Late Night,Late Night,Wednesday,Wednesday,26.25,Supply
452,3416,City,47.0,Trip Completed,2016-07-13 15:31:59,2016-07-13 16:06:48,15,16.0,Afternoon,Evening,Wednesday,Wednesday,34.82,Supply
453,4286,City,47.0,Trip Completed,2016-07-14 06:35:07,2016-07-14 07:35:54,6,7.0,Early Morning,Early Morning,Thursday,Thursday,60.78,Supply
454,5012,Airport,47.0,Trip Completed,2016-07-14 18:59:54,2016-07-14 20:05:50,18,20.0,Evening,Night,Thursday,Thursday,65.93,Supply
455,6761,Airport,47.0,Trip Completed,2016-07-15 00:05:00,2016-07-15 00:47:06,0,0.0,Late Night,Late Night,Friday,Friday,42.1,Supply
456,5638,City,47.0,Trip Completed,2016-07-15 06:40:51,2016-07-15 07:18:48,6,7.0,Early Morning,Early Morning,Friday,Friday,37.95,Supply
457,6191,Airport,47.0,Trip Completed,2016-07-15 17:17:50,2016-07-15 18:16:35,17,18.0,Evening,Evening,Friday,Friday,58.75,Supply
458,443,City,48.0,Trip Completed,2016-07-11 09:05:00,2016-07-11 09:45:00,9,9.0,Morning,Morning,Monday,Monday,40.0,Supply
459,1299,City,48.0,Trip Completed,2016-07-11 22:22:00,2016-07-11 23:06:00,22,23.0,Night,Night,Monday,Monday,44.0,Supply
460,1637,Airport,48.0,Trip Completed,2016-07-12 07:09:00,2016-07-12 08:15:00,7,8.0,Early Morning,Morning,Tuesday,Tuesday,66.0,Supply
461,2099,Airport,48.0,Trip Completed,2016-07-12 16:03:00,2016-07-12 17:16:00,16,17.0,Evening,Evening,Tuesday,Tuesday,73.0,Supply
462,2349,Airport,48.0,Trip Completed,2016-07-12 19:22:00,2016-07-12 20:07:00,19,20.0,Evening,Night,Tuesday,Tuesday,45.0,Supply
463,3081,City,48.0,Trip Completed,2016-07-13 08:10:39,2016-07-13 08:47:52,8,8.0,Morning,Morning,Wednesday,Wednesday,37.22,Supply
464,3555,Airport,48.0,Trip Completed,2016-07-13 18:08:02,2016-07-13 19:07:06,18,19.0,Evening,Evening,Wednesday,Wednesday,59.07,Supply
465,3798,City,48.0,Trip Completed,2016-07-13 20:55:06,2016-07-13 21:41:49,20,21.0,Night,Night,Wednesday,Wednesday,46.72,Supply
466,3982,Airport,48.0,Trip Completed,2016-07-13 23:16:52,2016-07-14 00:34:05,23,0.0,Night,Late Night,Wednesday,Thursday,77.22,Supply
467,4082,Airport,48.0,Trip Completed,2016-07-14 02:37:56,2016-07-14 03:23:21,2,3.0,Late Night,Late Night,Thursday,Thursday,45.42,Supply
468,4672,City,48.0,Trip Completed,2016-07-14 12:36:18,2016-07-14 13:47:19,12,13.0,Afternoon,Afternoon,Thursday,Thursday,71.02,Supply
469,4937,City,48.0,Trip Completed,2016-07-14 18:22:21,2016-07-14 19:14:54,18,19.0,Evening,Evening,Thursday,Thursday,52.55,Supply
470,5594,Airport,48.0,Trip Completed,2016-07-15 06:05:47,2016-07-15 07:02:34,6,7.0,Early Morning,Early Morning,Friday,Friday,56.78,Supply
471,540,City,49.0,Trip Completed,2016-07-11 09:56:00,2016-07-11 10:52:00,9,10.0,Morning,Morning,Monday,Monday,56.0,Supply
472,1533,City,49.0,Trip Completed,2016-07-12 05:56:00,2016-07-12 06:32:00,5,6.0,Early Morning,Early Morning,Tuesday,Tuesday,36.0,Supply
473,2359,City,49.0,Trip Completed,2016-07-12 19:31:00,2016-07-12 20:28:00,19,20.0,Evening,Night,Tuesday,Tuesday,57.0,Supply
474,2603,City,49.0,Trip Completed,2016-07-12 22:00:00,2016-07-12 22:51:00,22,22.0,Night,Night,Tuesday,Tuesday,51.0,Supply
475,2965,Airport,49.0,Trip Completed,2016-07-13 06:56:35,2016-07-13 07:25:58,6,7.0,Early Morning,Early Morning,Wednesday,Wednesday,29.38,Supply
476,4002,City,49.0,Trip Completed,2016-07-13 23:39:25,2016-07-14 00:50:46,23,0.0,Night,Late Night,Wednesday,Thursday,71.35,Supply
477,4364,Airport,49.0,Trip Completed,2016-07-14 07:26:46,2016-07-14 08:07:07,7,8.0,Early Morning,Morning,Thursday,Thursday,40.35,Supply
478,4614,Airport,49.0,Trip Completed,2016-07-14 10:51:16,2016-07-14 11:28:51,10,11.0,Morning,Morning,Thursday,Thursday,37.58,Supply
479,5235,Airport,49.0,Trip Completed,2016-07-14 21:08:55,2016-07-14 22:00:26,21,22.0,Night,Night,Thursday,Thursday,51.52,Supply
480,5979,Airport,49.0,Trip Completed,2016-07-15 11:35:28,2016-07-15 12:11:05,11,12.0,Morning,Afternoon,Friday,Friday,35.62,Supply
481,6145,Airport,49.0,Trip Completed,2016-07-15 16:08:41,2016-07-15 17:20:36,16,17.0,Evening,Evening,Friday,Friday,71.92,Supply
482,6363,Airport,49.0,Trip Completed,2016-07-15 19:07:09,2016-07-15 19:46:41,19,19.0,Evening,Evening,Friday,Friday,39.53,Supply
483,2481,City,50.0,Trip Completed,2016-07-12 20:40:00,2016-07-12 21:37:00,20,21.0,Night,Night,Tuesday,Tuesday,57.0,Supply
484,3328,Airport,50.0,Trip Completed,2016-07-13 12:28:51,2016-07-13 13:10:08,12,13.0,Afternoon,Afternoon,Wednesday,Wednesday,41.28,Supply
485,3908,Airport,50.0,Trip Completed,2016-07-13 22:07:15,2016-07-13 23:15:39,22,23.0,Night,Night,Wednesday,Wednesday,68.4,Supply
486,4416,City,50.0,Trip Completed,2016-07-14 08:12:46,2016-07-14 09:08:19,8,9.0,Morning,Morning,Thursday,Thursday,55.55,Supply
487,4966,Airport,50.0,Trip Completed,2016-07-14 18:35:40,2016-07-14 19:19:51,18,19.0,Evening,Evening,Thursday,Thursday,44.18,Supply
488,5243,City,50.0,Trip Completed,2016-07-14 21:12:10,2016-07-14 22:15:12,21,22.0,Night,Night,Thursday,Thursday,63.03,Supply
489,5697,City,50.0,Trip Completed,2016-07-15 07:32:38,2016-07-15 08:12:26,7,8.0,Early Morning,Morning,Friday,Friday,39.8,Supply
490,5864,Airport,50.0,Trip Completed,2016-07-15 09:22:59,2016-07-15 10:18:31,9,10.0,Morning,Morning,Friday,Friday,55.53,Supply
491,6530,Airport,50.0,Trip Completed,2016-07-15 20:51:59,2016-07-15 21:30:57,20,21.0,Night,Night,Friday,Friday,38.97,Supply
492,686,City,51.0,Trip Completed,2016-07-11 13:44:00,2016-07-11 14:30:00,13,14.0,Afternoon,Afternoon,Monday,Monday,46.0,Supply
493,777,Airport,51.0,Trip Completed,2016-07-11 16:41:00,2016-07-11 17:32:00,16,17.0,Evening,Evening,Monday,Monday,51.0,Supply
494,1455,Airport,51.0,Trip Completed,2016-07-12 04:56:00,2016-07-12 05:27:00,4,5.0,Early Morning,Early Morning,Tuesday,Tuesday,31.0,Supply
495,1906,Airport,51.0,Trip Completed,2016-07-12 10:38:00,2016-07-12 11:22:00,10,11.0,Morning,Morning,Tuesday,Tuesday,44.0,Supply
496,2432,Airport,51.0,Trip Completed,2016-07-12 20:15:00,2016-07-12 20:59:00,20,20.0,Night,Night,Tuesday,Tuesday,44.0,Supply
497,2977,Airport,51.0,Trip Completed,2016-07-13 06:52:35,2016-07-13 07:47:34,6,7.0,Early Morning,Early Morning,Wednesday,Wednesday,54.98,Supply
498,3964,City,51.0,Trip Completed,2016-07-13 22:53:20,2016-07-13 23:34:07,22,23.0,Night,Night,Wednesday,Wednesday,40.78,Supply
499,4182,Airport,51.0,Trip Completed,2016-07-14 05:24:02,2016-07-14 06:24:49,5,6.0,Early Morning,Early Morning,Thursday,Thursday,60.78,Supply
500,4679,City,51.0,Trip Completed,2016-07-14 12:44:59,2016-07-14 13:39:06,12,13.0,Afternoon,Afternoon,Thursday,Thursday,54.12,Supply
501,4997,City,51.0,Trip Completed,2016-07-14 18:57:20,2016-07-14 19:41:29,18,19.0,Evening,Evening,Thursday,Thursday,44.15,Supply
502,5600,City,51.0,Trip Completed,2016-07-15 06:09:20,2016-07-15 07:12:45,6,7.0,Early Morning,Early Morning,Friday,Friday,63.42,Supply
503,5910,Airport,51.0,Trip Completed,2016-07-15 10:00:43,2016-07-15 10:52:49,10,10.0,Morning,Morning,Friday,Friday,52.1,Supply
504,6597,Airport,51.0,Trip Completed,2016-07-15 21:35:04,2016-07-15 22:21:17,21,22.0,Night,Night,Friday,Friday,46.22,Supply
505,64,City,52.0,Trip Completed,2016-07-11 04:16:00,2016-07-11 05:28:00,4,5.0,Early Morning,Early Morning,Monday,Monday,72.0,Supply
506,687,Airport,52.0,Trip Completed,2016-07-11 13:41:00,2016-07-11 14:25:00,13,14.0,Afternoon,Afternoon,Monday,Monday,44.0,Supply
507,1625,City,52.0,Trip Completed,2016-07-12 07:01:00,2016-07-12 07:49:00,7,7.0,Early Morning,Early Morning,Tuesday,Tuesday,48.0,Supply
508,1958,Airport,52.0,Trip Completed,2016-07-12 11:41:00,2016-07-12 12:35:00,11,12.0,Morning,Afternoon,Tuesday,Tuesday,54.0,Supply
509,2160,Airport,52.0,Trip Completed,2016-07-12 17:32:00,2016-07-12 18:07:00,17,18.0,Evening,Evening,Tuesday,Tuesday,35.0,Supply
510,2517,Airport,52.0,Trip Completed,2016-07-12 21:04:00,2016-07-12 22:20:00,21,22.0,Night,Night,Tuesday,Tuesday,76.0,Supply
511,2894,City,52.0,Trip Completed,2016-07-13 06:01:37,2016-07-13 07:13:57,6,7.0,Early Morning,Early Morning,Wednesday,Wednesday,72.33,Supply
512,3739,Airport,52.0,Trip Completed,2016-07-13 20:21:38,2016-07-13 21:06:29,20,21.0,Night,Night,Wednesday,Wednesday,44.85,Supply
513,4737,City,52.0,Trip Completed,2016-07-14 14:37:56,2016-07-14 15:47:44,14,15.0,Afternoon,Afternoon,Thursday,Thursday,69.8,Supply
514,5064,Airport,52.0,Trip Completed,2016-07-14 19:28:03,2016-07-14 20:34:00,19,20.0,Evening,Night,Thursday,Thursday,65.95,Supply
515,313,City,53.0,Trip Completed,2016-07-11 07:26:00,2016-07-11 08:35:00,7,8.0,Early Morning,Morning,Monday,Monday,69.0,Supply
516,2107,City,53.0,Trip Completed,2016-07-12 16:18:00,2016-07-12 17:14:00,16,17.0,Evening,Evening,Tuesday,Tuesday,56.0,Supply
517,2819,City,53.0,Trip Completed,2016-07-13 05:12:03,2016-07-13 06:23:03,5,6.0,Early Morning,Early Morning,Wednesday,Wednesday,71.0,Supply
518,2932,Airport,53.0,Trip Completed,2016-07-13 06:28:49,2016-07-13 07:11:44,6,7.0,Early Morning,Early Morning,Wednesday,Wednesday,42.92,Supply
519,3593,City,53.0,Trip Completed,2016-07-13 18:34:17,2016-07-13 19:27:56,18,19.0,Evening,Evening,Wednesday,Wednesday,53.65,Supply
520,4760,City,53.0,Trip Completed,2016-07-14 15:19:28,2016-07-14 16:37:19,15,16.0,Afternoon,Evening,Thursday,Thursday,77.85,Supply
521,6681,Airport,53.0,Trip Completed,2016-07-15 22:32:05,2016-07-15 23:34:39,22,23.0,Night,Night,Friday,Friday,62.57,Supply
522,234,City,54.0,Trip Completed,2016-07-11 06:27:00,2016-07-11 07:23:00,6,7.0,Early Morning,Early Morning,Monday,Monday,56.0,Supply
523,425,Airport,54.0,Trip Completed,2016-07-11 08:48:00,2016-07-11 09:34:00,8,9.0,Morning,Morning,Monday,Monday,46.0,Supply
524,1528,City,54.0,Trip Completed,2016-07-12 05:58:00,2016-07-12 06:33:00,5,6.0,Early Morning,Early Morning,Tuesday,Tuesday,35.0,Supply
525,1671,Airport,54.0,Trip Completed,2016-07-12 07:41:00,2016-07-12 08:50:00,7,8.0,Early Morning,Morning,Tuesday,Tuesday,69.0,Supply
526,2223,City,54.0,Trip Completed,2016-07-12 18:07:00,2016-07-12 19:12:00,18,19.0,Evening,Evening,Tuesday,Tuesday,65.0,Supply
527,3268,Airport,54.0,Trip Completed,2016-07-13 10:27:35,2016-07-13 11:31:51,10,11.0,Morning,Morning,Wednesday,Wednesday,64.27,Supply
528,3530,Airport,54.0,Trip Completed,2016-07-13 17:53:27,2016-07-13 18:43:17,17,18.0,Evening,Evening,Wednesday,Wednesday,49.83,Supply
529,4765,Airport,54.0,Trip Completed,2016-07-14 15:36:30,2016-07-14 16:41:07,15,16.0,Afternoon,Evening,Thursday,Thursday,64.62,Supply
530,531,City,55.0,Trip Completed,2016-07-11 10:01:00,2016-07-11 10:36:00,10,10.0,Morning,Morning,Monday,Monday,35.0,Supply
531,1721,City,55.0,Trip Completed,2016-07-12 08:10:00,2016-07-12 08:47:00,8,8.0,Morning,Morning,Tuesday,Tuesday,37.0,Supply
532,2665,Airport,55.0,Trip Completed,2016-07-12 23:30:00,2016-07-13 00:37:17,23,0.0,Night,Late Night,Tuesday,Wednesday,67.28,Supply
533,2951,City,55.0,Trip Completed,2016-07-13 06:40:10,2016-07-13 07:41:17,6,7.0,Early Morning,Early Morning,Wednesday,Wednesday,61.12,Supply
534,3786,Airport,55.0,Trip Completed,2016-07-13 20:47:32,2016-07-13 21:35:51,20,21.0,Night,Night,Wednesday,Wednesday,48.32,Supply
535,4049,City,55.0,Trip Completed,2016-07-14 01:03:12,2016-07-14 02:26:06,1,2.0,Late Night,Late Night,Thursday,Thursday,82.9,Supply
536,4079,Airport,55.0,Trip Completed,2016-07-14 02:31:51,2016-07-14 03:33:26,2,3.0,Late Night,Late Night,Thursday,Thursday,61.58,Supply
537,4233,Airport,55.0,Trip Completed,2016-07-14 05:51:41,2016-07-14 06:58:26,5,6.0,Early Morning,Early Morning,Thursday,Thursday,66.75,Supply
538,4884,Airport,55.0,Trip Completed,2016-07-14 17:53:38,2016-07-14 19:06:04,17,19.0,Evening,Evening,Thursday,Thursday,72.43,Supply
539,6350,City,55.0,Trip Completed,2016-07-15 18:57:26,2016-07-15 20:08:25,18,20.0,Evening,Night,Friday,Friday,70.98,Supply
540,1914,Airport,56.0,Trip Completed,2016-07-12 10:42:00,2016-07-12 11:52:00,10,11.0,Morning,Morning,Tuesday,Tuesday,70.0,Supply
541,3205,City,56.0,Trip Completed,2016-07-13 09:38:10,2016-07-13 10:49:37,9,10.0,Morning,Morning,Wednesday,Wednesday,71.45,Supply
542,3448,City,56.0,Trip Completed,2016-07-13 16:40:59,2016-07-13 17:35:37,16,17.0,Evening,Evening,Wednesday,Wednesday,54.63,Supply
543,4628,City,56.0,Trip Completed,2016-07-14 11:13:24,2016-07-14 12:05:37,11,12.0,Morning,Afternoon,Thursday,Thursday,52.22,Supply
544,5418,City,56.0,Trip Completed,2016-07-15 02:03:39,2016-07-15 03:13:00,2,3.0,Late Night,Late Night,Friday,Friday,69.35,Supply
545,5654,City,56.0,Trip Completed,2016-07-15 06:56:12,2016-07-15 08:09:48,6,8.0,Early Morning,Morning,Friday,Friday,73.6,Supply
546,614,City,57.0,Trip Completed,2016-07-11 11:49:00,2016-07-11 12:52:00,11,12.0,Morning,Afternoon,Monday,Monday,63.0,Supply
547,1340,City,57.0,Trip Completed,2016-07-11 23:22:00,2016-07-11 23:55:00,23,23.0,Night,Night,Monday,Monday,33.0,Supply
548,1576,City,57.0,Trip Completed,2016-07-12 06:27:00,2016-07-12 07:41:00,6,7.0,Early Morning,Early Morning,Tuesday,Tuesday,74.0,Supply
549,1974,Airport,57.0,Trip Completed,2016-07-12 12:19:00,2016-07-12 13:07:00,12,13.0,Afternoon,Afternoon,Tuesday,Tuesday,48.0,Supply
550,2597,City,57.0,Trip Completed,2016-07-12 21:52:00,2016-07-12 22:54:00,21,22.0,Night,Night,Tuesday,Tuesday,62.0,Supply
551,4690,City,57.0,Trip Completed,2016-07-14 13:04:08,2016-07-14 13:45:06,13,13.0,Afternoon,Afternoon,Thursday,Thursday,40.97,Supply
552,6267,Airport,57.0,Trip Completed,2016-07-15 18:10:03,2016-07-15 18:45:25,18,18.0,Evening,Evening,Friday,Friday,35.37,Supply
553,660,Airport,58.0,Trip Completed,2016-07-11 12:55:00,2016-07-11 13:44:00,12,13.0,Afternoon,Afternoon,Monday,Monday,49.0,Supply
554,943,Airport,58.0,Trip Completed,2016-07-11 18:34:00,2016-07-11 19:25:00,18,19.0,Evening,Evening,Monday,Monday,51.0,Supply
555,1445,Airport,58.0,Trip Completed,2016-07-12 04:45:00,2016-07-12 06:02:00,4,6.0,Early Morning,Early Morning,Tuesday,Tuesday,77.0,Supply
556,3070,City,58.0,Trip Completed,2016-07-13 07:53:05,2016-07-13 08:53:21,7,8.0,Early Morning,Morning,Wednesday,Wednesday,60.27,Supply
557,3440,City,58.0,Trip Completed,2016-07-13 16:26:57,2016-07-13 17:04:40,16,17.0,Evening,Evening,Wednesday,Wednesday,37.72,Supply
558,4503,City,58.0,Trip Completed,2016-07-14 09:05:45,2016-07-14 09:56:16,9,9.0,Morning,Morning,Thursday,Thursday,50.52,Supply
559,4771,Airport,58.0,Trip Completed,2016-07-14 15:57:43,2016-07-14 16:25:11,15,16.0,Afternoon,Evening,Thursday,Thursday,27.47,Supply
560,4797,City,58.0,Trip Completed,2016-07-14 16:55:26,2016-07-14 17:51:22,16,17.0,Evening,Evening,Thursday,Thursday,55.93,Supply
561,4898,Airport,58.0,Trip Completed,2016-07-14 18:02:53,2016-07-14 19:08:17,18,19.0,Evening,Evening,Thursday,Thursday,65.4,Supply
562,172,Airport,59.0,Trip Completed,2016-07-11 05:41:00,2016-07-11 06:19:00,5,6.0,Early Morning,Early Morning,Monday,Monday,38.0,Supply
563,518,City,59.0,Trip Completed,2016-07-11 09:46:00,2016-07-11 10:42:00,9,10.0,Morning,Morning,Monday,Monday,56.0,Supply
564,843,Airport,59.0,Trip Completed,2016-07-11 17:38:00,2016-07-11 18:31:00,17,18.0,Evening,Evening,Monday,Monday,53.0,Supply
565,1070,City,59.0,Trip Completed,2016-07-11 19:58:00,2016-07-11 20:58:00,19,20.0,Evening,Night,Monday,Monday,60.0,Supply
566,2078,Airport,59.0,Trip Completed,2016-07-12 15:36:00,2016-07-12 16:22:00,15,16.0,Afternoon,Evening,Tuesday,Tuesday,46.0,Supply
567,5382,City,59.0,Trip Completed,2016-07-14 00:08:01,2016-07-14 00:42:31,0,0.0,Late Night,Late Night,Thursday,Thursday,34.5,Supply
568,4119,City,59.0,Trip Completed,2016-07-14 04:22:12,2016-07-14 05:42:08,4,5.0,Early Morning,Early Morning,Thursday,Thursday,79.93,Supply
569,4623,City,59.0,Trip Completed,2016-07-14 11:00:10,2016-07-14 11:37:46,11,11.0,Morning,Morning,Thursday,Thursday,37.6,Supply
570,620,City,60.0,Trip Completed,2016-07-11 12:04:00,2016-07-11 13:17:00,12,13.0,Afternoon,Afternoon,Monday,Monday,73.0,Supply
571,1286,Airport,60.0,Trip Completed,2016-07-11 22:18:00,2016-07-11 22:59:00,22,22.0,Night,Night,Monday,Monday,41.0,Supply
572,2482,City,60.0,Trip Completed,2016-07-12 20:45:00,2016-07-12 21:42:00,20,21.0,Night,Night,Tuesday,Tuesday,57.0,Supply
573,3672,Airport,60.0,Trip Completed,2016-07-13 19:28:50,2016-07-13 20:34:16,19,20.0,Evening,Night,Wednesday,Wednesday,65.43,Supply
574,3959,City,60.0,Trip Completed,2016-07-13 22:51:04,2016-07-13 23:25:59,22,23.0,Night,Night,Wednesday,Wednesday,34.92,Supply
575,4659,City,60.0,Trip Completed,2016-07-14 12:10:38,2016-07-14 13:10:26,12,13.0,Afternoon,Afternoon,Thursday,Thursday,59.8,Supply
576,5060,Airport,60.0,Trip Completed,2016-07-14 19:26:16,2016-07-14 20:02:05,19,20.0,Evening,Night,Thursday,Thursday,35.82,Supply
577,5942,City,60.0,Trip Completed,2016-07-15 10:29:33,2016-07-15 11:23:49,10,11.0,Morning,Morning,Friday,Friday,54.27,Supply
578,1349,Airport,61.0,Trip Completed,2016-07-11 23:41:00,2016-07-12 00:22:00,23,0.0,Night,Late Night,Monday,Tuesday,41.0,Supply
579,2192,Airport,61.0,Trip Completed,2016-07-12 17:44:00,2016-07-12 18:39:00,17,18.0,Evening,Evening,Tuesday,Tuesday,55.0,Supply
580,2323,City,61.0,Trip Completed,2016-07-12 19:06:00,2016-07-12 20:17:00,19,20.0,Evening,Night,Tuesday,Tuesday,71.0,Supply
581,2717,City,61.0,Trip Completed,2016-07-13 02:00:13,2016-07-13 02:55:01,2,2.0,Late Night,Late Night,Wednesday,Wednesday,54.8,Supply
582,3338,Airport,61.0,Trip Completed,2016-07-13 12:36:47,2016-07-13 13:16:34,12,13.0,Afternoon,Afternoon,Wednesday,Wednesday,39.78,Supply
583,4475,City,61.0,Trip Completed,2016-07-14 08:44:24,2016-07-14 09:25:43,8,9.0,Morning,Morning,Thursday,Thursday,41.32,Supply
584,4786,City,61.0,Trip Completed,2016-07-14 16:40:36,2016-07-14 17:13:53,16,17.0,Evening,Evening,Thursday,Thursday,33.28,Supply
